USER       PID    PPID   LWP    NLWP   %CPU  %MEM  VSZ    RSS    TTY    STAT   START  TIME   COMMAND
root       2625   2614   2625   1      0.0   0.0   2704   2060   ?      Ss     07:18  0:00    fusermount3 -o rw,nosuid,nodev,fsname=portal,auto_unmount,subtype=portal -- /run/user/1000/doc
n-vasun+   2645   2507   2645   4      0.0   0.0   235668 6152   tty2   Ssl+   07:18  0:00    /usr/libexec/gdm-wayland-session env GNOME_SHELL_SESSION_MODE=ubuntu /usr/bin/gnome-session --session=ubuntu
n-vasun+   2664   2645   2664   4      0.0   0.1   298212 16704  tty2   Sl+    07:18  0:00    /usr/libexec/gnome-session-binary --session=ubuntu
n-vasun+   2735   2533   2735   3      0.0   0.0   162652 6868   ?      Ssl    07:18  0:00    /usr/libexec/gcr-ssh-agent --base-dir /run/user/1000/gcr
n-vasun+   2740   2533   2740   2      0.0   0.0   91548  5648   ?      Ssl    07:18  0:00    /usr/libexec/gnome-session-ctl --monitor
n-vasun+   2760   2533   2760   4      0.0   0.0   314272 8112   ?      Ssl    07:18  0:00    /usr/libexec/gvfsd
n-vasun+   2771   2533   2771   7      0.0   0.0   459712 7336   ?      Sl     07:18  0:00    /usr/libexec/gvfsd-fuse /run/user/1000/gvfs -f
n-vasun+   2774   2533   2774   5      0.0   0.1   594324 18644  ?      Ssl    07:18  0:00    /usr/libexec/gnome-session-binary --systemd-service --session=ubuntu
n-vasun+   2818   2533   2818   23     2.5   2.3   5185040 370536 ?      Ssl    07:18  12:40   /usr/bin/gnome-shell
n-vasun+   2819   2774   2819   5      0.0   0.0   382960 7920   ?      Sl     07:18  0:00    /usr/libexec/at-spi-bus-launcher --launch-immediately
n-vasun+   2835   2819   2835   1      0.0   0.0   9612   5324   ?      S      07:18  0:00    /usr/bin/dbus-daemon --config-file=/usr/share/defaults/at-spi2/accessibility.conf --nofork --print-address 11 --address=unix:path=/run/user/1000/at-spi/bus
n-vasun+   2976   2533   2976   4      0.0   0.0   236068 7712   ?      Sl     07:18  0:00    /usr/libexec/at-spi2-registryd --use-gnome-session
n-vasun+   3001   2533   3001   7      0.0   0.1   654796 17860  ?      Sl     07:18  0:00    /usr/libexec/gnome-shell-calendar-server
n-vasun+   3009   2533   3009   5      0.0   0.5   1443280 89276  ?      Ssl    07:18  0:00    /usr/libexec/evolution-source-registry
n-vasun+   3018   2533   3018   12     0.0   0.1   2859256 27444  ?      Sl     07:18  0:00    /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Notifications
